reef_name,country,state_province_island,city_town,region,latitude,longitude,year,month,date_substrate,date_temperature,depth..m.,substrate_code,total,errors,sst
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2002,6,2002-06-17,2002-06-16,3,HC/D,0,false,27.799839
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2002,6,2002-06-17,2002-06-16,3,HC/D,0,false,27.799839
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC,17,false,27.46481
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC,18,false,27.46481
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC,19,false,27.46481
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC,8,false,27.46481
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC/B,0,false,27.46481
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC/B,0,false,27.46481
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC/B,0,false,27.46481
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC/B,0,false,27.46481
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC/D,0,false,27.46481
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC/D,0,false,27.46481
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC/D,0,false,27.46481
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,9,2013-09-20,2013-09-16,5,HC/D,0,false,27.46481
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC,11,false,29.435217
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC,22,false,29.435217
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC,4,false,29.435217
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC,20,false,29.435217
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC/B,0,false,29.435217
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC/B,0,false,29.435217
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC/B,0,false,29.435217
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC/B,0,false,29.435217
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC/D,0,false,29.435217
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC/D,0,false,29.435217
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC/D,0,false,29.435217
Gosong Kapas Reef,Indonesia,Seribu Islands,,Indo-Pacific,-5.5,106.5,1997,6,1997-06-29,1997-06-16,3,HC/D,0,false,29.435217
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC,13,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC,12,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC,7,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC,5,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC/B,0,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC/B,0,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC/B,0,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC/B,0,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC/D,0,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC/D,0,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC/D,0,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2005,12,2005-12-15,2005-12-16,3,HC/D,0,false,27.40787
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC,15,false,26.91177
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC,6,false,26.91177
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC,8,false,26.91177
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC,3,false,26.91177
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC/B,0,false,26.91177
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC/B,0,false,26.91177
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC/B,0,false,26.91177
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC/B,0,false,26.91177
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC/D,0,false,26.91177
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC/D,0,false,26.91177
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC/D,0,false,26.91177
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2006,4,2006-04-22,2006-04-16,3,HC/D,0,false,26.91177
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC,24,false,24.976154
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC,11,false,24.976154
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC,16,false,24.976154
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC,16,false,24.976154
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC/B,0,false,24.976154
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC/B,0,false,24.976154
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC/B,0,false,24.976154
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC/B,0,false,24.976154
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC/D,0,false,24.976154
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC/D,0,false,24.976154
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC/D,0,false,24.976154
Duba (Cement Tabouk),Saudi Arabia,Western,Duba,Red Sea,27.5,35.5,2008,12,2008-12-28,2008-12-16,10,HC/D,0,false,24.976154
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC,16,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC,12,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC,6,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC,14,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC/B,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC/B,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC/B,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC/B,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC/D,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC/D,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC/D,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,10,HC/D,0,false,22.84946
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC,24,false,29.85727
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC,24,false,29.85727
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC,20,false,29.85727
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC,24,false,29.85727
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC/B,0,false,29.85727
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC/B,0,false,29.85727
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC/B,0,false,29.85727
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC/B,0,false,29.85727
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC/D,0,false,29.85727
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC/D,0,false,29.85727
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC/D,0,false,29.85727
Pulau Lang,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,2.5,HC/D,0,false,29.85727
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC,10,false,22.260834
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC,11,false,22.260834
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC,18,false,22.260834
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC,7,false,22.260834
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC/B,0,false,22.260834
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC/B,0,false,22.260834
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC/B,0,false,22.260834
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC/B,0,false,22.260834
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC/D,0,false,22.260834
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC/D,0,false,22.260834
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC/D,0,false,22.260834
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2009,2,2009-02-06,2009-02-16,10,HC/D,0,false,22.260834
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC,9,false,26.748823
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC,17,false,26.748823
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC,10,false,26.748823
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC,12,false,26.748823
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC/B,0,false,26.748823
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC/B,0,false,26.748823
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC/B,0,false,26.748823
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC/B,0,false,26.748823
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC/D,0,false,26.748823
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC/D,0,false,26.748823
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC/D,0,false,26.748823
Tohea NE,French Polynesia,Tuamotu Archipelago/Fakarava Atoll,Tetamanu,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-23,2005-07-16,3,HC/D,0,false,26.748823
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC,7,false,29.255932
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC,11,false,29.255932
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC,12,false,29.255932
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC,10,false,29.255932
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC/B,0,false,29.255932
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC/B,0,false,29.255932
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC/B,0,false,29.255932
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC/B,0,false,29.255932
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC/D,0,false,29.255932
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC/D,0,false,29.255932
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC/D,0,false,29.255932
Mabouya Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,9,2017-09-21,2017-09-16,11.2,HC/D,0,false,29.255932
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC,9,false,26.654625
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC,8,false,26.654625
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC,9,false,26.654625
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC,8,false,26.654625
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC/B,0,false,26.654625
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC/B,0,false,26.654625
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC/B,0,false,26.654625
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC/B,0,false,26.654625
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC/D,0,false,26.654625
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC/D,0,false,26.654625
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC/D,0,false,26.654625
Kaledupa Double Spur (site 18),Indonesia,Sulawesi,Kaledupa double spur,Indo-Pacific,-5.5,123.5,2000,8,2000-08-09,2000-08-16,12,HC/D,0,false,26.654625
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC,8,false,28.040497
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC,6,false,28.040497
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC,9,false,28.040497
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC,11,false,28.040497
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC/B,0,false,28.040497
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC/B,0,false,28.040497
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC/B,0,false,28.040497
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC/B,0,false,28.040497
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC/D,0,false,28.040497
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC/D,0,false,28.040497
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC/D,0,false,28.040497
George Dog,Virgin Islands (British),Dog Islands,,Atlantic,18.5,-64.5,2003,6,2003-06-25,2003-06-16,10,HC/D,0,false,28.040497
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC,11,false,26.395924
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC,18,false,26.395924
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC,22,false,26.395924
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC,21,false,26.395924
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC/B,0,false,26.395924
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC/B,0,false,26.395924
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC/B,0,false,26.395924
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC/B,0,false,26.395924
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC/D,0,false,26.395924
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC/D,0,false,26.395924
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC/D,0,false,26.395924
Radisson,French Polynesia,Society Archipelago,Tahiti,Indo-Pacific,-17.5,-149.5,2009,8,2009-08-01,2009-08-16,2,HC/D,0,false,26.395924
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC,3,false,26.115406
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC,1,false,26.115406
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC,1,false,26.115406
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC,2,false,26.115406
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC/B,0,false,26.115406
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC/B,0,false,26.115406
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC/B,0,false,26.115406
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC/B,0,false,26.115406
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC/D,0,false,26.115406
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC/D,0,false,26.115406
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC/D,0,false,26.115406
East Bay 5A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,5.8,HC/D,0,false,26.115406
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,1999,2,1999-02-10,1999-02-15,4,HC,15,false,28.494694
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,1999,2,1999-02-10,1999-02-15,4,HC,16,false,28.494694
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,1999,2,1999-02-10,1999-02-15,4,HC,17,false,28.494694
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,1999,2,1999-02-10,1999-02-15,4,HC,18,false,28.494694
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,1999,2,1999-02-10,1999-02-15,4,HC/B,0,false,28.494694
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,1999,2,1999-02-10,1999-02-15,4,HC/B,0,false,28.494694
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,1999,2,1999-02-10,1999-02-15,4,HC/B,0,false,28.494694
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,1999,2,1999-02-10,1999-02-15,4,HC/B,0,false,28.494694
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,1999,2,1999-02-10,1999-02-15,4,HC/D,0,false,28.494694
